model,id,MC1,MN1,MN2,point_id,run_key,runtime_s,returncode,xsec_pb,xsec_err_pb,order,xsec_NNLO_NNLL_pb,xsec_NNLO_NNLL_err_pb,status,log
higgsino_N2C1plus_13,mc1_524p6_mn1_524p2_mn2_525,524.6,524.2,525,mc1_524p6_mn1_524p2_mn2_525,higgsino_N2C1plus_13::mc1_524p6_mn1_524p2_mn2_525,20.33,0,0.00683421,4.0000278e-06,NNLO+NNLL,0.00683421,4.0000278e-06,ok,runs/higgsino_N2C1plus_13/mc1_524p6_mn1_524p2_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_524p5_mn1_524_mn2_525,524.5,524,525,mc1_524p5_mn1_524_mn2_525,higgsino_N2C1plus_13::mc1_524p5_mn1_524_mn2_525,20.34,0,0.0068370906,4.0017963e-06,NNLO+NNLL,0.0068370906,4.0017963e-06,ok,runs/higgsino_N2C1plus_13/mc1_524p5_mn1_524_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_524p25_mn1_523p5_mn2_525,524.25,523.5,525,mc1_524p25_mn1_523p5_mn2_525,higgsino_N2C1plus_13::mc1_524p25_mn1_523p5_mn2_525,20.55,0,0.0068442979,4.0062217e-06,NNLO+NNLL,0.0068442979,4.0062217e-06,ok,runs/higgsino_N2C1plus_13/mc1_524p25_mn1_523p5_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_524_mn1_523_mn2_525,524.0,523,525,mc1_524_mn1_523_mn2_525,higgsino_N2C1plus_13::mc1_524_mn1_523_mn2_525,20.28,0,0.0068514497,4.0116483e-06,NNLO+NNLL,0.0068514497,4.0116483e-06,ok,runs/higgsino_N2C1plus_13/mc1_524_mn1_523_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_523p5_mn1_522_mn2_525,523.5,522,525,mc1_523p5_mn1_522_mn2_525,higgsino_N2C1plus_13::mc1_523p5_mn1_522_mn2_525,20.43,0,0.0068659042,4.0205294e-06,NNLO+NNLL,0.0068659042,4.0205294e-06,ok,runs/higgsino_N2C1plus_13/mc1_523p5_mn1_522_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_522p5_mn1_520_mn2_525,522.5,520,525,mc1_522p5_mn1_520_mn2_525,higgsino_N2C1plus_13::mc1_522p5_mn1_520_mn2_525,20.22,0,0.0068948416,4.0426121e-06,NNLO+NNLL,0.0068948416,4.0426121e-06,ok,runs/higgsino_N2C1plus_13/mc1_522p5_mn1_520_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_521p25_mn1_517p5_mn2_525,521.25,517.5,525,mc1_521p25_mn1_517p5_mn2_525,higgsino_N2C1plus_13::mc1_521p25_mn1_517p5_mn2_525,20.02,0,0.0069312762,4.0650649e-06,NNLO+NNLL,0.0069312762,4.0650649e-06,ok,runs/higgsino_N2C1plus_13/mc1_521p25_mn1_517p5_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_520_mn1_515_mn2_525,520.0,515,525,mc1_520_mn1_515_mn2_525,higgsino_N2C1plus_13::mc1_520_mn1_515_mn2_525,20.22,0,0.0069679517,4.0876768e-06,NNLO+NNLL,0.0069679517,4.0876768e-06,ok,runs/higgsino_N2C1plus_13/mc1_520_mn1_515_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_517p5_mn1_510_mn2_525,517.5,510,525,mc1_517p5_mn1_510_mn2_525,higgsino_N2C1plus_13::mc1_517p5_mn1_510_mn2_525,20.46,0,0.0070419976,4.1276079e-06,NNLO+NNLL,0.0070419976,4.1276079e-06,ok,runs/higgsino_N2C1plus_13/mc1_517p5_mn1_510_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_515_mn1_505_mn2_525,515.0,505,525,mc1_515_mn1_505_mn2_525,higgsino_N2C1plus_13::mc1_515_mn1_505_mn2_525,20.53,0,0.0071167148,4.1735618e-06,NNLO+NNLL,0.0071167148,4.1735618e-06,ok,runs/higgsino_N2C1plus_13/mc1_515_mn1_505_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_510_mn1_495_mn2_525,510.0,495,525,mc1_510_mn1_495_mn2_525,higgsino_N2C1plus_13::mc1_510_mn1_495_mn2_525,21.44,0,0.0072686701,4.2670312e-06,NNLO+NNLL,0.0072686701,4.2670312e-06,ok,runs/higgsino_N2C1plus_13/mc1_510_mn1_495_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_505_mn1_485_mn2_525,505.0,485,525,mc1_505_mn1_485_mn2_525,higgsino_N2C1plus_13::mc1_505_mn1_485_mn2_525,20.6,0,0.0074241015,4.3684646e-06,NNLO+NNLL,0.0074241015,4.3684646e-06,ok,runs/higgsino_N2C1plus_13/mc1_505_mn1_485_mn2_525/resummino.log
higgsino_N2C1plus_13,mc1_549p7_mn1_549p4_mn2_550,549.7,549.4,550,mc1_549p7_mn1_549p4_mn2_550,higgsino_N2C1plus_13::mc1_549p7_mn1_549p4_mn2_550,20.47,0,0.005551097,3.2264042e-06,NNLO+NNLL,0.005551097,3.2264042e-06,ok,runs/higgsino_N2C1plus_13/mc1_549p7_mn1_549p4_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_549p6_mn1_549p2_mn2_550,549.6,549.2,550,mc1_549p6_mn1_549p2_mn2_550,higgsino_N2C1plus_13::mc1_549p6_mn1_549p2_mn2_550,20.29,0,0.0055533685,3.2277727e-06,NNLO+NNLL,0.0055533685,3.2277727e-06,ok,runs/higgsino_N2C1plus_13/mc1_549p6_mn1_549p2_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_549p5_mn1_549_mn2_550,549.5,549,550,mc1_549p5_mn1_549_mn2_550,higgsino_N2C1plus_13::mc1_549p5_mn1_549_mn2_550,19.93,0,0.005555641,3.2291417e-06,NNLO+NNLL,0.005555641,3.2291417e-06,ok,runs/higgsino_N2C1plus_13/mc1_549p5_mn1_549_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_549p25_mn1_548p5_mn2_550,549.25,548.5,550,mc1_549p25_mn1_548p5_mn2_550,higgsino_N2C1plus_13::mc1_549p25_mn1_548p5_mn2_550,20.26,0,0.0055613261,3.2325634e-06,NNLO+NNLL,0.0055613261,3.2325634e-06,ok,runs/higgsino_N2C1plus_13/mc1_549p25_mn1_548p5_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_549_mn1_548_mn2_550,549.0,548,550,mc1_549_mn1_548_mn2_550,higgsino_N2C1plus_13::mc1_549_mn1_548_mn2_550,20.21,0,0.0055670166,3.2359766e-06,NNLO+NNLL,0.0055670166,3.2359766e-06,ok,runs/higgsino_N2C1plus_13/mc1_549_mn1_548_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_548p5_mn1_547_mn2_550,548.5,547,550,mc1_548p5_mn1_547_mn2_550,higgsino_N2C1plus_13::mc1_548p5_mn1_547_mn2_550,19.89,0,0.0055784194,3.2427664e-06,NNLO+NNLL,0.0055784194,3.2427664e-06,ok,runs/higgsino_N2C1plus_13/mc1_548p5_mn1_547_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_547p5_mn1_545_mn2_550,547.5,545,550,mc1_547p5_mn1_545_mn2_550,higgsino_N2C1plus_13::mc1_547p5_mn1_545_mn2_550,20.03,0,0.0056013006,3.2564258e-06,NNLO+NNLL,0.0056013006,3.2564258e-06,ok,runs/higgsino_N2C1plus_13/mc1_547p5_mn1_545_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_546p25_mn1_542p5_mn2_550,546.25,542.5,550,mc1_546p25_mn1_542p5_mn2_550,higgsino_N2C1plus_13::mc1_546p25_mn1_542p5_mn2_550,20.23,0,0.0056300506,3.2688497e-06,NNLO+NNLL,0.0056300506,3.2688497e-06,ok,runs/higgsino_N2C1plus_13/mc1_546p25_mn1_542p5_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_545_mn1_540_mn2_550,545.0,540,550,mc1_545_mn1_540_mn2_550,higgsino_N2C1plus_13::mc1_545_mn1_540_mn2_550,20.15,0,0.0056589354,3.2863689e-06,NNLO+NNLL,0.0056589354,3.2863689e-06,ok,runs/higgsino_N2C1plus_13/mc1_545_mn1_540_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_542p5_mn1_535_mn2_550,542.5,535,550,mc1_542p5_mn1_535_mn2_550,higgsino_N2C1plus_13::mc1_542p5_mn1_535_mn2_550,20.43,0,0.0057171406,3.3217094e-06,NNLO+NNLL,0.0057171406,3.3217094e-06,ok,runs/higgsino_N2C1plus_13/mc1_542p5_mn1_535_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_540_mn1_530_mn2_550,540.0,530,550,mc1_540_mn1_530_mn2_550,higgsino_N2C1plus_13::mc1_540_mn1_530_mn2_550,20.25,0,0.0057759292,3.3575649e-06,NNLO+NNLL,0.0057759292,3.3575649e-06,ok,runs/higgsino_N2C1plus_13/mc1_540_mn1_530_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_535_mn1_520_mn2_550,535.0,520,550,mc1_535_mn1_520_mn2_550,higgsino_N2C1plus_13::mc1_535_mn1_520_mn2_550,20.18,0,0.0058953543,3.4303252e-06,NNLO+NNLL,0.0058953543,3.4303252e-06,ok,runs/higgsino_N2C1plus_13/mc1_535_mn1_520_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_530_mn1_510_mn2_550,530.0,510,550,mc1_530_mn1_510_mn2_550,higgsino_N2C1plus_13::mc1_530_mn1_510_mn2_550,20.12,0,0.0060175081,3.5047783e-06,NNLO+NNLL,0.0060175081,3.5047783e-06,ok,runs/higgsino_N2C1plus_13/mc1_530_mn1_510_mn2_550/resummino.log
higgsino_N2C1plus_13,mc1_574p7_mn1_574p4_mn2_575,574.7,574.4,575,mc1_574p7_mn1_574p4_mn2_575,higgsino_N2C1plus_13::mc1_574p7_mn1_574p4_mn2_575,21.55,0,0.0045380851,2.5005496e-06,NNLO+NNLL,0.0045380851,2.5005496e-06,ok,runs/higgsino_N2C1plus_13/mc1_574p7_mn1_574p4_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_574p6_mn1_574p2_mn2_575,574.6,574.2,575,mc1_574p6_mn1_574p2_mn2_575,higgsino_N2C1plus_13::mc1_574p6_mn1_574p2_mn2_575,21.54,0,0.0045398848,2.501573e-06,NNLO+NNLL,0.0045398848,2.501573e-06,ok,runs/higgsino_N2C1plus_13/mc1_574p6_mn1_574p2_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_574p5_mn1_574_mn2_575,574.5,574,575,mc1_574p5_mn1_574_mn2_575,higgsino_N2C1plus_13::mc1_574p5_mn1_574_mn2_575,21.55,0,0.0045416856,2.5025945e-06,NNLO+NNLL,0.0045416856,2.5025945e-06,ok,runs/higgsino_N2C1plus_13/mc1_574p5_mn1_574_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_574p25_mn1_573p5_mn2_575,574.25,573.5,575,mc1_574p25_mn1_573p5_mn2_575,higgsino_N2C1plus_13::mc1_574p25_mn1_573p5_mn2_575,21.59,0,0.0045461918,2.5051629e-06,NNLO+NNLL,0.0045461918,2.5051629e-06,ok,runs/higgsino_N2C1plus_13/mc1_574p25_mn1_573p5_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_574_mn1_573_mn2_575,574.0,573,575,mc1_574_mn1_573_mn2_575,higgsino_N2C1plus_13::mc1_574_mn1_573_mn2_575,21.85,0,0.0045507039,2.5077399e-06,NNLO+NNLL,0.0045507039,2.5077399e-06,ok,runs/higgsino_N2C1plus_13/mc1_574_mn1_573_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_573p5_mn1_572_mn2_575,573.5,572,575,mc1_573p5_mn1_572_mn2_575,higgsino_N2C1plus_13::mc1_573p5_mn1_572_mn2_575,21.6,0,0.0045597445,2.5129161e-06,NNLO+NNLL,0.0045597445,2.5129161e-06,ok,runs/higgsino_N2C1plus_13/mc1_573p5_mn1_572_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_572p5_mn1_570_mn2_575,572.5,570,575,mc1_572p5_mn1_570_mn2_575,higgsino_N2C1plus_13::mc1_572p5_mn1_570_mn2_575,21.52,0,0.0045778905,2.5233779e-06,NNLO+NNLL,0.0045778905,2.5233779e-06,ok,runs/higgsino_N2C1plus_13/mc1_572p5_mn1_570_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_571p25_mn1_567p5_mn2_575,571.25,567.5,575,mc1_571p25_mn1_567p5_mn2_575,higgsino_N2C1plus_13::mc1_571p25_mn1_567p5_mn2_575,21.68,0,0.0046006582,2.53655e-06,NNLO+NNLL,0.0046006582,2.53655e-06,ok,runs/higgsino_N2C1plus_13/mc1_571p25_mn1_567p5_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_570_mn1_565_mn2_575,570.0,565,575,mc1_570_mn1_565_mn2_575,higgsino_N2C1plus_13::mc1_570_mn1_565_mn2_575,21.77,0,0.0046235742,2.5499624e-06,NNLO+NNLL,0.0046235742,2.5499624e-06,ok,runs/higgsino_N2C1plus_13/mc1_570_mn1_565_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_567p5_mn1_560_mn2_575,567.5,560,575,mc1_567p5_mn1_560_mn2_575,higgsino_N2C1plus_13::mc1_567p5_mn1_560_mn2_575,21.94,0,0.0046698505,2.5765495e-06,NNLO+NNLL,0.0046698505,2.5765495e-06,ok,runs/higgsino_N2C1plus_13/mc1_567p5_mn1_560_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_565_mn1_555_mn2_575,565.0,555,575,mc1_565_mn1_555_mn2_575,higgsino_N2C1plus_13::mc1_565_mn1_555_mn2_575,21.39,0,0.0047165311,2.6039695e-06,NNLO+NNLL,0.0047165311,2.6039695e-06,ok,runs/higgsino_N2C1plus_13/mc1_565_mn1_555_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_560_mn1_545_mn2_575,560.0,545,575,mc1_560_mn1_545_mn2_575,higgsino_N2C1plus_13::mc1_560_mn1_545_mn2_575,20.19,0,0.0048113178,2.7791902e-06,NNLO+NNLL,0.0048113178,2.7791902e-06,ok,runs/higgsino_N2C1plus_13/mc1_560_mn1_545_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_555_mn1_535_mn2_575,555.0,535,575,mc1_555_mn1_535_mn2_575,higgsino_N2C1plus_13::mc1_555_mn1_535_mn2_575,20.15,0,0.0049080722,2.8381465e-06,NNLO+NNLL,0.0049080722,2.8381465e-06,ok,runs/higgsino_N2C1plus_13/mc1_555_mn1_535_mn2_575/resummino.log
higgsino_N2C1plus_13,mc1_599p7_mn1_599p4_mn2_600,599.7,599.4,600,mc1_599p7_mn1_599p4_mn2_600,higgsino_N2C1plus_13::mc1_599p7_mn1_599p4_mn2_600,22.01,0,0.0037303815,2.0344501e-06,NNLO+NNLL,0.0037303815,2.0344501e-06,ok,runs/higgsino_N2C1plus_13/mc1_599p7_mn1_599p4_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_599p6_mn1_599p2_mn2_600,599.6,599.2,600,mc1_599p6_mn1_599p2_mn2_600,higgsino_N2C1plus_13::mc1_599p6_mn1_599p2_mn2_600,22.33,0,0.003731825,2.0352661e-06,NNLO+NNLL,0.003731825,2.0352661e-06,ok,runs/higgsino_N2C1plus_13/mc1_599p6_mn1_599p2_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_599p5_mn1_599_mn2_600,599.5,599,600,mc1_599p5_mn1_599_mn2_600,higgsino_N2C1plus_13::mc1_599p5_mn1_599_mn2_600,21.94,0,0.003733269,2.0360824e-06,NNLO+NNLL,0.003733269,2.0360824e-06,ok,runs/higgsino_N2C1plus_13/mc1_599p5_mn1_599_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_599p25_mn1_598p5_mn2_600,599.25,598.5,600,mc1_599p25_mn1_598p5_mn2_600,higgsino_N2C1plus_13::mc1_599p25_mn1_598p5_mn2_600,22.55,0,0.0037368731,2.0380837e-06,NNLO+NNLL,0.0037368731,2.0380837e-06,ok,runs/higgsino_N2C1plus_13/mc1_599p25_mn1_598p5_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_599_mn1_598_mn2_600,599.0,598,600,mc1_599_mn1_598_mn2_600,higgsino_N2C1plus_13::mc1_599_mn1_598_mn2_600,24.6,0,0.0037404893,2.0401281e-06,NNLO+NNLL,0.0037404893,2.0401281e-06,ok,runs/higgsino_N2C1plus_13/mc1_599_mn1_598_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_598p5_mn1_597_mn2_600,598.5,597,600,mc1_598p5_mn1_597_mn2_600,higgsino_N2C1plus_13::mc1_598p5_mn1_597_mn2_600,22.28,0,0.0037477327,2.044223e-06,NNLO+NNLL,0.0037477327,2.044223e-06,ok,runs/higgsino_N2C1plus_13/mc1_598p5_mn1_597_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_597p5_mn1_595_mn2_600,597.5,595,600,mc1_597p5_mn1_595_mn2_600,higgsino_N2C1plus_13::mc1_597p5_mn1_595_mn2_600,22.18,0,0.0037622635,2.0524379e-06,NNLO+NNLL,0.0037622635,2.0524379e-06,ok,runs/higgsino_N2C1plus_13/mc1_597p5_mn1_595_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_596p25_mn1_592p5_mn2_600,596.25,592.5,600,mc1_596p25_mn1_592p5_mn2_600,higgsino_N2C1plus_13::mc1_596p25_mn1_592p5_mn2_600,22.04,0,0.0037805183,2.0627965e-06,NNLO+NNLL,0.0037805183,2.0627965e-06,ok,runs/higgsino_N2C1plus_13/mc1_596p25_mn1_592p5_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_595_mn1_590_mn2_600,595.0,590,600,mc1_595_mn1_590_mn2_600,higgsino_N2C1plus_13::mc1_595_mn1_590_mn2_600,22.0,0,0.0037988577,2.0731655e-06,NNLO+NNLL,0.0037988577,2.0731655e-06,ok,runs/higgsino_N2C1plus_13/mc1_595_mn1_590_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_592p5_mn1_585_mn2_600,592.5,585,600,mc1_592p5_mn1_585_mn2_600,higgsino_N2C1plus_13::mc1_592p5_mn1_585_mn2_600,22.19,0,0.0038358151,2.0940676e-06,NNLO+NNLL,0.0038358151,2.0940676e-06,ok,runs/higgsino_N2C1plus_13/mc1_592p5_mn1_585_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_590_mn1_580_mn2_600,590.0,580,600,mc1_590_mn1_580_mn2_600,higgsino_N2C1plus_13::mc1_590_mn1_580_mn2_600,21.98,0,0.0038731469,2.1151919e-06,NNLO+NNLL,0.0038731469,2.1151919e-06,ok,runs/higgsino_N2C1plus_13/mc1_590_mn1_580_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_585_mn1_570_mn2_600,585.0,570,600,mc1_585_mn1_570_mn2_600,higgsino_N2C1plus_13::mc1_585_mn1_570_mn2_600,22.02,0,0.0039489496,2.1581142e-06,NNLO+NNLL,0.0039489496,2.1581142e-06,ok,runs/higgsino_N2C1plus_13/mc1_585_mn1_570_mn2_600/resummino.log
higgsino_N2C1plus_13,mc1_580_mn1_560_mn2_600,580.0,560,600,mc1_580_mn1_560_mn2_600,higgsino_N2C1plus_13::mc1_580_mn1_560_mn2_600,21.91,0,0.0040262898,2.2019049e-06,NNLO+NNLL,0.0040262898,2.2019049e-06,ok,runs/higgsino_N2C1plus_13/mc1_580_mn1_560_mn2_600/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_99p7_mn2_100p3,100,99.7,100.3,mc1_100_mn1_99p7_mn2_100p3,higgsino_N2C1minus_13::mc1_100_mn1_99p7_mn2_100p3,21.35,0,2.2482704,0.0016762374,NNLO+NNLL,2.2482704,0.0016762374,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_99p7_mn2_100p3/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_99p6_mn2_100p4,100,99.6,100.4,mc1_100_mn1_99p6_mn2_100p4,higgsino_N2C1minus_13::mc1_100_mn1_99p6_mn2_100p4,29.61,0,2.2439952,0.0016728804,NNLO+NNLL,2.2439952,0.0016728804,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_99p6_mn2_100p4/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_99p5_mn2_100p5,100,99.5,100.5,mc1_100_mn1_99p5_mn2_100p5,higgsino_N2C1minus_13::mc1_100_mn1_99p5_mn2_100p5,21.04,0,2.2397324,0.0016695239,NNLO+NNLL,2.2397324,0.0016695239,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_99p5_mn2_100p5/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_99p25_mn2_100p75,100,99.25,100.75,mc1_100_mn1_99p25_mn2_100p75,higgsino_N2C1minus_13::mc1_100_mn1_99p25_mn2_100p75,20.95,0,2.229135,0.0016610949,NNLO+NNLL,2.229135,0.0016610949,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_99p25_mn2_100p75/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_99_mn2_101,100,99,101,mc1_100_mn1_99_mn2_101,higgsino_N2C1minus_13::mc1_100_mn1_99_mn2_101,21.08,0,2.2184842,0.0016563282,NNLO+NNLL,2.2184842,0.0016563282,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_99_mn2_101/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_98p5_mn2_101p5,100,98.5,101.5,mc1_100_mn1_98p5_mn2_101p5,higgsino_N2C1minus_13::mc1_100_mn1_98p5_mn2_101p5,20.95,0,2.1976116,0.0016402174,NNLO+NNLL,2.1976116,0.0016402174,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_98p5_mn2_101p5/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_97p5_mn2_102p5,100,97.5,102.5,mc1_100_mn1_97p5_mn2_102p5,higgsino_N2C1minus_13::mc1_100_mn1_97p5_mn2_102p5,20.95,0,2.156528,0.0016070211,NNLO+NNLL,2.156528,0.0016070211,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_97p5_mn2_102p5/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_97_mn2_103,100,97,103,mc1_100_mn1_97_mn2_103,higgsino_N2C1minus_13::mc1_100_mn1_97_mn2_103,21.15,0,2.136321,0.0015905746,NNLO+NNLL,2.136321,0.0015905746,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_97_mn2_103/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_96p25_mn2_103p75,100,96.25,103.75,mc1_100_mn1_96p25_mn2_103p75,higgsino_N2C1minus_13::mc1_100_mn1_96p25_mn2_103p75,21.09,0,2.1064248,0.0015668106,NNLO+NNLL,2.1064248,0.0015668106,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_96p25_mn2_103p75/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_95_mn2_105,100,95,105,mc1_100_mn1_95_mn2_105,higgsino_N2C1minus_13::mc1_100_mn1_95_mn2_105,21.11,0,2.0576905,0.0015277761,NNLO+NNLL,2.0576905,0.0015277761,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_95_mn2_105/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_92p5_mn2_107p5,100,92.5,107.5,mc1_100_mn1_92p5_mn2_107p5,higgsino_N2C1minus_13::mc1_100_mn1_92p5_mn2_107p5,21.24,0,1.964218,0.001453791,NNLO+NNLL,1.964218,0.001453791,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_92p5_mn2_107p5/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_90_mn2_110,100,90,110,mc1_100_mn1_90_mn2_110,higgsino_N2C1minus_13::mc1_100_mn1_90_mn2_110,21.88,0,1.8757472,0.0013839596,NNLO+NNLL,1.8757472,0.0013839596,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_90_mn2_110/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_87p5_mn2_112p5,100,87.5,112.5,mc1_100_mn1_87p5_mn2_112p5,higgsino_N2C1minus_13::mc1_100_mn1_87p5_mn2_112p5,22.03,0,1.7919396,0.0013192628,NNLO+NNLL,1.7919396,0.0013192628,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_87p5_mn2_112p5/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_85_mn2_115,100,85,115,mc1_100_mn1_85_mn2_115,higgsino_N2C1minus_13::mc1_100_mn1_85_mn2_115,21.36,0,1.7124991,0.0012576641,NNLO+NNLL,1.7124991,0.0012576641,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_85_mn2_115/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_80_mn2_120,100,80,120,mc1_100_mn1_80_mn2_120,higgsino_N2C1minus_13::mc1_100_mn1_80_mn2_120,21.48,0,1.5656727,0.001142489,NNLO+NNLL,1.5656727,0.001142489,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_80_mn2_120/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_75_mn2_125,100,75,125,mc1_100_mn1_75_mn2_125,higgsino_N2C1minus_13::mc1_100_mn1_75_mn2_125,20.98,0,1.4336644,0.0010401051,NNLO+NNLL,1.4336644,0.0010401051,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_75_mn2_125/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_70_mn2_130,100,70,130,mc1_100_mn1_70_mn2_130,higgsino_N2C1minus_13::mc1_100_mn1_70_mn2_130,21.16,0,1.3146652,0.00094632621,NNLO+NNLL,1.3146652,0.00094632621,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_70_mn2_130/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_65_mn2_135,100,65,135,mc1_100_mn1_65_mn2_135,higgsino_N2C1minus_13::mc1_100_mn1_65_mn2_135,21.06,0,1.2071682,0.00086591641,NNLO+NNLL,1.2071682,0.00086591641,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_65_mn2_135/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_60_mn2_140,100,60,140,mc1_100_mn1_60_mn2_140,higgsino_N2C1minus_13::mc1_100_mn1_60_mn2_140,21.04,0,1.1100783,0.0007901404,NNLO+NNLL,1.1100783,0.0007901404,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_60_mn2_140/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_55_mn2_145,100,55,145,mc1_100_mn1_55_mn2_145,higgsino_N2C1minus_13::mc1_100_mn1_55_mn2_145,20.99,0,1.022081,0.00072226592,NNLO+NNLL,1.022081,0.00072226592,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_55_mn2_145/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_50_mn2_150,100,50,150,mc1_100_mn1_50_mn2_150,higgsino_N2C1minus_13::mc1_100_mn1_50_mn2_150,20.94,0,0.94221753,0.00066554075,NNLO+NNLL,0.94221753,0.00066554075,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_50_mn2_150/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_40_mn2_160,100,40,160,mc1_100_mn1_40_mn2_160,higgsino_N2C1minus_13::mc1_100_mn1_40_mn2_160,21.02,0,0.80402003,0.00056076649,NNLO+NNLL,0.80402003,0.00056076649,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_40_mn2_160/resummino.log
higgsino_N2C1minus_13,mc1_100_mn1_30_mn2_170,100,30,170,mc1_100_mn1_30_mn2_170,higgsino_N2C1minus_13::mc1_100_mn1_30_mn2_170,20.93,0,0.68923454,0.00047694813,NNLO+NNLL,0.68923454,0.00047694813,ok,runs/higgsino_N2C1minus_13/mc1_100_mn1_30_mn2_170/resummino.log
