model,id,MC1,MN1,MN2,point_id,run_key,runtime_s,returncode,xsec_pb,xsec_err_pb,order,xsec_NNLO_NNLL_pb,xsec_NNLO_NNLL_err_pb,status,log
higgsino_N2C1plus_13p6,mc1_425_mn1_365_mn2_485,425,365,485,mc1_425_mn1_365_mn2_485,higgsino_N2C1plus_13p6::mc1_425_mn1_365_mn2_485,19.31,0,0.013863101,8.4849354e-06,NNLO+NNLL,0.013863101,8.4849354e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_425_mn1_365_mn2_485/resummino.log
higgsino_N2C1plus_13p6,mc1_425_mn1_355_mn2_495,425,355,495,mc1_425_mn1_355_mn2_495,higgsino_N2C1plus_13p6::mc1_425_mn1_355_mn2_495,19.87,0,0.013227087,8.0442958e-06,NNLO+NNLL,0.013227087,8.0442958e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_425_mn1_355_mn2_495/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_449p7_mn2_450p3,450,449.7,450.3,mc1_450_mn1_449p7_mn2_450p3,higgsino_N2C1plus_13p6::mc1_450_mn1_449p7_mn2_450p3,20.78,0,0.014555358,8.8970914e-06,NNLO+NNLL,0.014555358,8.8970914e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_449p7_mn2_450p3/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_449p6_mn2_450p4,450,449.6,450.4,mc1_450_mn1_449p6_mn2_450p4,higgsino_N2C1plus_13p6::mc1_450_mn1_449p6_mn2_450p4,20.55,0,0.014548631,8.8927404e-06,NNLO+NNLL,0.014548631,8.8927404e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_449p6_mn2_450p4/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_449p5_mn2_450p5,450,449.5,450.5,mc1_450_mn1_449p5_mn2_450p5,higgsino_N2C1plus_13p6::mc1_450_mn1_449p5_mn2_450p5,20.78,0,0.014541907,8.8883937e-06,NNLO+NNLL,0.014541907,8.8883937e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_449p5_mn2_450p5/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_449p25_mn2_450p75,450,449.25,450.75,mc1_450_mn1_449p25_mn2_450p75,higgsino_N2C1plus_13p6::mc1_450_mn1_449p25_mn2_450p75,21.43,0,0.014525109,8.8775428e-06,NNLO+NNLL,0.014525109,8.8775428e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_449p25_mn2_450p75/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_449_mn2_451,450,449,451,mc1_450_mn1_449_mn2_451,higgsino_N2C1plus_13p6::mc1_450_mn1_449_mn2_451,20.84,0,0.014508334,8.8667084e-06,NNLO+NNLL,0.014508334,8.8667084e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_449_mn2_451/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_448p5_mn2_451p5,450,448.5,451.5,mc1_450_mn1_448p5_mn2_451p5,higgsino_N2C1plus_13p6::mc1_450_mn1_448p5_mn2_451p5,20.44,0,0.014474844,8.8451097e-06,NNLO+NNLL,0.014474844,8.8451097e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_448p5_mn2_451p5/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_447p5_mn2_452p5,450,447.5,452.5,mc1_450_mn1_447p5_mn2_452p5,higgsino_N2C1plus_13p6::mc1_450_mn1_447p5_mn2_452p5,20.33,0,0.014408089,8.8021113e-06,NNLO+NNLL,0.014408089,8.8021113e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_447p5_mn2_452p5/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_447_mn2_453,450,447,453,mc1_450_mn1_447_mn2_453,higgsino_N2C1plus_13p6::mc1_450_mn1_447_mn2_453,20.88,0,0.014374945,8.7794263e-06,NNLO+NNLL,0.014374945,8.7794263e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_447_mn2_453/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_446p25_mn2_453p75,450,446.25,453.75,mc1_450_mn1_446p25_mn2_453p75,higgsino_N2C1plus_13p6::mc1_450_mn1_446p25_mn2_453p75,20.91,0,0.014325166,8.7483873e-06,NNLO+NNLL,0.014325166,8.7483873e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_446p25_mn2_453p75/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_445_mn2_455,450,445,455,mc1_450_mn1_445_mn2_455,higgsino_N2C1plus_13p6::mc1_450_mn1_445_mn2_455,20.44,0,0.014242953,8.7045575e-06,NNLO+NNLL,0.014242953,8.7045575e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_445_mn2_455/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_442p5_mn2_457p5,450,442.5,457.5,mc1_450_mn1_442p5_mn2_457p5,higgsino_N2C1plus_13p6::mc1_450_mn1_442p5_mn2_457p5,19.42,0,0.014079063,8.6187462e-06,NNLO+NNLL,0.014079063,8.6187462e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_442p5_mn2_457p5/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_440_mn2_460,450,440,460,mc1_450_mn1_440_mn2_460,higgsino_N2C1plus_13p6::mc1_450_mn1_440_mn2_460,19.35,0,0.013917482,8.515616e-06,NNLO+NNLL,0.013917482,8.515616e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_440_mn2_460/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_437p5_mn2_462p5,450,437.5,462.5,mc1_450_mn1_437p5_mn2_462p5,higgsino_N2C1plus_13p6::mc1_450_mn1_437p5_mn2_462p5,19.4,0,0.01375779,8.421652e-06,NNLO+NNLL,0.01375779,8.421652e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_437p5_mn2_462p5/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_435_mn2_465,450,435,465,mc1_450_mn1_435_mn2_465,higgsino_N2C1plus_13p6::mc1_450_mn1_435_mn2_465,19.44,0,0.013600193,8.3174372e-06,NNLO+NNLL,0.013600193,8.3174372e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_435_mn2_465/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_430_mn2_470,450,430,470,mc1_450_mn1_430_mn2_470,higgsino_N2C1plus_13p6::mc1_450_mn1_430_mn2_470,19.58,0,0.013292079,8.1142528e-06,NNLO+NNLL,0.013292079,8.1142528e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_430_mn2_470/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_425_mn2_475,450,425,475,mc1_450_mn1_425_mn2_475,higgsino_N2C1plus_13p6::mc1_450_mn1_425_mn2_475,20.32,0,0.012990515,7.8893163e-06,NNLO+NNLL,0.012990515,7.8893163e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_425_mn2_475/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_420_mn2_480,450,420,480,mc1_450_mn1_420_mn2_480,higgsino_N2C1plus_13p6::mc1_450_mn1_420_mn2_480,19.57,0,0.01269545,7.7229131e-06,NNLO+NNLL,0.01269545,7.7229131e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_420_mn2_480/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_415_mn2_485,450,415,485,mc1_450_mn1_415_mn2_485,higgsino_N2C1plus_13p6::mc1_450_mn1_415_mn2_485,19.53,0,0.012408116,7.5361695e-06,NNLO+NNLL,0.012408116,7.5361695e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_415_mn2_485/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_410_mn2_490,450,410,490,mc1_450_mn1_410_mn2_490,higgsino_N2C1plus_13p6::mc1_450_mn1_410_mn2_490,20.08,0,0.012128689,7.3460799e-06,NNLO+NNLL,0.012128689,7.3460799e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_410_mn2_490/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_405_mn2_495,450,405,495,mc1_450_mn1_405_mn2_495,higgsino_N2C1plus_13p6::mc1_450_mn1_405_mn2_495,19.09,0,0.011854854,7.1828029e-06,NNLO+NNLL,0.011854854,7.1828029e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_405_mn2_495/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_400_mn2_500,450,400,500,mc1_450_mn1_400_mn2_500,higgsino_N2C1plus_13p6::mc1_450_mn1_400_mn2_500,19.63,0,0.011588484,7.0000323e-06,NNLO+NNLL,0.011588484,7.0000323e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_400_mn2_500/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_390_mn2_510,450,390,510,mc1_450_mn1_390_mn2_510,higgsino_N2C1plus_13p6::mc1_450_mn1_390_mn2_510,19.95,0,0.011074087,6.6683725e-06,NNLO+NNLL,0.011074087,6.6683725e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_390_mn2_510/resummino.log
higgsino_N2C1plus_13p6,mc1_450_mn1_380_mn2_520,450,380,520,mc1_450_mn1_380_mn2_520,higgsino_N2C1plus_13p6::mc1_450_mn1_380_mn2_520,20.19,0,0.010584324,6.3537408e-06,NNLO+NNLL,0.010584324,6.3537408e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_450_mn1_380_mn2_520/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_474p7_mn2_475p3,475,474.7,475.3,mc1_475_mn1_474p7_mn2_475p3,higgsino_N2C1plus_13p6::mc1_475_mn1_474p7_mn2_475p3,20.05,0,0.01160251,7.011218e-06,NNLO+NNLL,0.01160251,7.011218e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_474p7_mn2_475p3/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_474p6_mn2_475p4,475,474.6,475.4,mc1_475_mn1_474p6_mn2_475p4,higgsino_N2C1plus_13p6::mc1_475_mn1_474p6_mn2_475p4,19.44,0,0.011597354,7.0078605e-06,NNLO+NNLL,0.011597354,7.0078605e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_474p6_mn2_475p4/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_474p5_mn2_475p5,475,474.5,475.5,mc1_475_mn1_474p5_mn2_475p5,higgsino_N2C1plus_13p6::mc1_475_mn1_474p5_mn2_475p5,19.72,0,0.011592198,7.0045119e-06,NNLO+NNLL,0.011592198,7.0045119e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_474p5_mn2_475p5/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_474p25_mn2_475p75,475,474.25,475.75,mc1_475_mn1_474p25_mn2_475p75,higgsino_N2C1plus_13p6::mc1_475_mn1_474p25_mn2_475p75,19.83,0,0.011579328,6.9961504e-06,NNLO+NNLL,0.011579328,6.9961504e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_474p25_mn2_475p75/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_474_mn2_476,475,474,476,mc1_475_mn1_474_mn2_476,higgsino_N2C1plus_13p6::mc1_475_mn1_474_mn2_476,19.74,0,0.01156648,6.9878572e-06,NNLO+NNLL,0.01156648,6.9878572e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_474_mn2_476/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_473p5_mn2_476p5,475,473.5,476.5,mc1_475_mn1_473p5_mn2_476p5,higgsino_N2C1plus_13p6::mc1_475_mn1_473p5_mn2_476p5,19.32,0,0.011540832,6.971474e-06,NNLO+NNLL,0.011540832,6.971474e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_473p5_mn2_476p5/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_472p5_mn2_477p5,475,472.5,477.5,mc1_475_mn1_472p5_mn2_477p5,higgsino_N2C1plus_13p6::mc1_475_mn1_472p5_mn2_477p5,19.95,0,0.01148961,6.9389302e-06,NNLO+NNLL,0.01148961,6.9389302e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_472p5_mn2_477p5/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_472_mn2_478,475,472,478,mc1_475_mn1_472_mn2_478,higgsino_N2C1plus_13p6::mc1_475_mn1_472_mn2_478,19.68,0,0.011464121,6.9226177e-06,NNLO+NNLL,0.011464121,6.9226177e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_472_mn2_478/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_471p25_mn2_478p75,475,471.25,478.75,mc1_475_mn1_471p25_mn2_478p75,higgsino_N2C1plus_13p6::mc1_475_mn1_471p25_mn2_478p75,19.77,0,0.011425998,6.898401e-06,NNLO+NNLL,0.011425998,6.898401e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_471p25_mn2_478p75/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_470_mn2_480,475,470,480,mc1_475_mn1_470_mn2_480,higgsino_N2C1plus_13p6::mc1_475_mn1_470_mn2_480,19.91,0,0.011362516,6.8549307e-06,NNLO+NNLL,0.011362516,6.8549307e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_470_mn2_480/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_467p5_mn2_482p5,475,467.5,482.5,mc1_475_mn1_467p5_mn2_482p5,higgsino_N2C1plus_13p6::mc1_475_mn1_467p5_mn2_482p5,19.7,0,0.011236999,6.7750471e-06,NNLO+NNLL,0.011236999,6.7750471e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_467p5_mn2_482p5/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_465_mn2_485,475,465,485,mc1_475_mn1_465_mn2_485,higgsino_N2C1plus_13p6::mc1_475_mn1_465_mn2_485,19.34,0,0.01111286,6.7088478e-06,NNLO+NNLL,0.01111286,6.7088478e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_465_mn2_485/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_462p5_mn2_487p5,475,462.5,487.5,mc1_475_mn1_462p5_mn2_487p5,higgsino_N2C1plus_13p6::mc1_475_mn1_462p5_mn2_487p5,20.43,0,0.010990516,6.617759e-06,NNLO+NNLL,0.010990516,6.617759e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_462p5_mn2_487p5/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_460_mn2_490,475,460,490,mc1_475_mn1_460_mn2_490,higgsino_N2C1plus_13p6::mc1_475_mn1_460_mn2_490,20.11,0,0.010869408,6.5372617e-06,NNLO+NNLL,0.010869408,6.5372617e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_460_mn2_490/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_455_mn2_495,475,455,495,mc1_475_mn1_455_mn2_495,higgsino_N2C1plus_13p6::mc1_475_mn1_455_mn2_495,20.28,0,0.010631403,6.3864162e-06,NNLO+NNLL,0.010631403,6.3864162e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_455_mn2_495/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_450_mn2_500,475,450,500,mc1_475_mn1_450_mn2_500,higgsino_N2C1plus_13p6::mc1_475_mn1_450_mn2_500,20.27,0,0.01039895,6.2392931e-06,NNLO+NNLL,0.01039895,6.2392931e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_450_mn2_500/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_445_mn2_505,475,445,505,mc1_475_mn1_445_mn2_505,higgsino_N2C1plus_13p6::mc1_475_mn1_445_mn2_505,19.82,0,0.010171837,6.0993724e-06,NNLO+NNLL,0.010171837,6.0993724e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_445_mn2_505/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_440_mn2_510,475,440,510,mc1_475_mn1_440_mn2_510,higgsino_N2C1plus_13p6::mc1_475_mn1_440_mn2_510,19.81,0,0.0099500791,5.9592026e-06,NNLO+NNLL,0.0099500791,5.9592026e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_440_mn2_510/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_435_mn2_515,475,435,515,mc1_475_mn1_435_mn2_515,higgsino_N2C1plus_13p6::mc1_475_mn1_435_mn2_515,19.93,0,0.0097335089,5.8225939e-06,NNLO+NNLL,0.0097335089,5.8225939e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_435_mn2_515/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_430_mn2_520,475,430,520,mc1_475_mn1_430_mn2_520,higgsino_N2C1plus_13p6::mc1_475_mn1_430_mn2_520,20.04,0,0.0095221813,5.6861232e-06,NNLO+NNLL,0.0095221813,5.6861232e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_430_mn2_520/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_425_mn2_525,475,425,525,mc1_475_mn1_425_mn2_525,higgsino_N2C1plus_13p6::mc1_475_mn1_425_mn2_525,20.01,0,0.0093155918,5.5560394e-06,NNLO+NNLL,0.0093155918,5.5560394e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_425_mn2_525/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_415_mn2_535,475,415,535,mc1_475_mn1_415_mn2_535,higgsino_N2C1plus_13p6::mc1_475_mn1_415_mn2_535,19.73,0,0.0089165571,5.3209846e-06,NNLO+NNLL,0.0089165571,5.3209846e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_415_mn2_535/resummino.log
higgsino_N2C1plus_13p6,mc1_475_mn1_405_mn2_545,475,405,545,mc1_475_mn1_405_mn2_545,higgsino_N2C1plus_13p6::mc1_475_mn1_405_mn2_545,19.73,0,0.0085362068,5.0769532e-06,NNLO+NNLL,0.0085362068,5.0769532e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_475_mn1_405_mn2_545/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_499p7_mn2_500p3,500,499.7,500.3,mc1_500_mn1_499p7_mn2_500p3,higgsino_N2C1plus_13p6::mc1_500_mn1_499p7_mn2_500p3,20.75,0,0.0093252523,5.5634588e-06,NNLO+NNLL,0.0093252523,5.5634588e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_499p7_mn2_500p3/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_499p6_mn2_500p4,500,499.6,500.4,mc1_500_mn1_499p6_mn2_500p4,higgsino_N2C1plus_13p6::mc1_500_mn1_499p6_mn2_500p4,20.62,0,0.0093212495,5.5609451e-06,NNLO+NNLL,0.0093212495,5.5609451e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_499p6_mn2_500p4/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_499p5_mn2_500p5,500,499.5,500.5,mc1_500_mn1_499p5_mn2_500p5,higgsino_N2C1plus_13p6::mc1_500_mn1_499p5_mn2_500p5,20.32,0,0.0093172486,5.5584326e-06,NNLO+NNLL,0.0093172486,5.5584326e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_499p5_mn2_500p5/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_499p25_mn2_500p75,500,499.25,500.75,mc1_500_mn1_499p25_mn2_500p75,higgsino_N2C1plus_13p6::mc1_500_mn1_499p25_mn2_500p75,20.38,0,0.0093072541,5.5521567e-06,NNLO+NNLL,0.0093072541,5.5521567e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_499p25_mn2_500p75/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_499_mn2_501,500,499,501,mc1_500_mn1_499_mn2_501,higgsino_N2C1plus_13p6::mc1_500_mn1_499_mn2_501,20.29,0,0.0092972711,5.5458885e-06,NNLO+NNLL,0.0092972711,5.5458885e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_499_mn2_501/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_498p5_mn2_501p5,500,498.5,501.5,mc1_500_mn1_498p5_mn2_501p5,higgsino_N2C1plus_13p6::mc1_500_mn1_498p5_mn2_501p5,20.36,0,0.0092773397,5.5333735e-06,NNLO+NNLL,0.0092773397,5.5333735e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_498p5_mn2_501p5/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_497p5_mn2_502p5,500,497.5,502.5,mc1_500_mn1_497p5_mn2_502p5,higgsino_N2C1plus_13p6::mc1_500_mn1_497p5_mn2_502p5,20.23,0,0.009237612,5.5084341e-06,NNLO+NNLL,0.009237612,5.5084341e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_497p5_mn2_502p5/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_497_mn2_503,500,497,503,mc1_500_mn1_497_mn2_503,higgsino_N2C1plus_13p6::mc1_500_mn1_497_mn2_503,20.49,0,0.009217813,5.4960126e-06,NNLO+NNLL,0.009217813,5.4960126e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_497_mn2_503/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_496p25_mn2_503p75,500,496.25,503.75,mc1_500_mn1_496p25_mn2_503p75,higgsino_N2C1plus_13p6::mc1_500_mn1_496p25_mn2_503p75,20.21,0,0.0091881988,5.4774361e-06,NNLO+NNLL,0.0091881988,5.4774361e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_496p25_mn2_503p75/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_495_mn2_505,500,495,505,mc1_500_mn1_495_mn2_505,higgsino_N2C1plus_13p6::mc1_500_mn1_495_mn2_505,20.21,0,0.0091390671,5.4466229e-06,NNLO+NNLL,0.0091390671,5.4466229e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_495_mn2_505/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_492p5_mn2_507p5,500,492.5,507.5,mc1_500_mn1_492p5_mn2_507p5,higgsino_N2C1plus_13p6::mc1_500_mn1_492p5_mn2_507p5,20.52,0,0.0090416564,5.385677e-06,NNLO+NNLL,0.0090416564,5.385677e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_492p5_mn2_507p5/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_490_mn2_510,500,490,510,mc1_500_mn1_490_mn2_510,higgsino_N2C1plus_13p6::mc1_500_mn1_490_mn2_510,20.1,0,0.0089453218,5.3253319e-06,NNLO+NNLL,0.0089453218,5.3253319e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_490_mn2_510/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_487p5_mn2_512p5,500,487.5,512.5,mc1_500_mn1_487p5_mn2_512p5,higgsino_N2C1plus_13p6::mc1_500_mn1_487p5_mn2_512p5,19.58,0,0.0088499269,5.2693112e-06,NNLO+NNLL,0.0088499269,5.2693112e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_487p5_mn2_512p5/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_485_mn2_515,500,485,515,mc1_500_mn1_485_mn2_515,higgsino_N2C1plus_13p6::mc1_500_mn1_485_mn2_515,19.85,0,0.0087557202,5.221921e-06,NNLO+NNLL,0.0087557202,5.221921e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_485_mn2_515/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_480_mn2_520,500,480,520,mc1_500_mn1_480_mn2_520,higgsino_N2C1plus_13p6::mc1_500_mn1_480_mn2_520,20.13,0,0.0085707394,5.09116e-06,NNLO+NNLL,0.0085707394,5.09116e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_480_mn2_520/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_475_mn2_525,500,475,525,mc1_500_mn1_475_mn2_525,higgsino_N2C1plus_13p6::mc1_500_mn1_475_mn2_525,19.81,0,0.0083896986,4.9879429e-06,NNLO+NNLL,0.0083896986,4.9879429e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_475_mn2_525/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_470_mn2_530,500,470,530,mc1_500_mn1_470_mn2_530,higgsino_N2C1plus_13p6::mc1_500_mn1_470_mn2_530,20.18,0,0.008213094,4.8731349e-06,NNLO+NNLL,0.008213094,4.8731349e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_470_mn2_530/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_465_mn2_535,500,465,535,mc1_500_mn1_465_mn2_535,higgsino_N2C1plus_13p6::mc1_500_mn1_465_mn2_535,19.91,0,0.0080399523,4.7625799e-06,NNLO+NNLL,0.0080399523,4.7625799e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_465_mn2_535/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_460_mn2_540,500,460,540,mc1_500_mn1_460_mn2_540,higgsino_N2C1plus_13p6::mc1_500_mn1_460_mn2_540,19.9,0,0.0078711541,4.6590309e-06,NNLO+NNLL,0.0078711541,4.6590309e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_460_mn2_540/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_455_mn2_545,500,455,545,mc1_500_mn1_455_mn2_545,higgsino_N2C1plus_13p6::mc1_500_mn1_455_mn2_545,20.37,0,0.007705654,4.5529961e-06,NNLO+NNLL,0.007705654,4.5529961e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_455_mn2_545/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_450_mn2_550,500,450,550,mc1_500_mn1_450_mn2_550,higgsino_N2C1plus_13p6::mc1_500_mn1_450_mn2_550,20.24,0,0.0075442444,4.4600638e-06,NNLO+NNLL,0.0075442444,4.4600638e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_450_mn2_550/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_440_mn2_560,500,440,560,mc1_500_mn1_440_mn2_560,higgsino_N2C1plus_13p6::mc1_500_mn1_440_mn2_560,19.97,0,0.0072321376,4.2672871e-06,NNLO+NNLL,0.0072321376,4.2672871e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_440_mn2_560/resummino.log
higgsino_N2C1plus_13p6,mc1_500_mn1_430_mn2_570,500,430,570,mc1_500_mn1_430_mn2_570,higgsino_N2C1plus_13p6::mc1_500_mn1_430_mn2_570,21.47,0,0.0069331799,4.0761317e-06,NNLO+NNLL,0.0069331799,4.0761317e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_500_mn1_430_mn2_570/resummino.log
higgsino_N2C1plus_13p6,mc1_525_mn1_524p7_mn2_525p3,525,524.7,525.3,mc1_525_mn1_524p7_mn2_525p3,higgsino_N2C1plus_13p6::mc1_525_mn1_524p7_mn2_525p3,20.93,0,0.0075506881,4.4653469e-06,NNLO+NNLL,0.0075506881,4.4653469e-06,ok,runs/higgsino_N2C1plus_13p6/mc1_525_mn1_524p7_mn2_525p3/resummino.log
