339,0.314488,283,89,194
34,0.287356,261,75,186
122,0.287313,268,77,191
204,0.32342,269,87,182
366,0.290909,275,80,195
367,0.286738,279,80,199
368,0.280769,260,73,187
100,0.260536,261,68,193
277,0.260714,280,73,207
125,0.32971,276,91,185
369,0.315018,273,86,187
37,0.297619,252,75,177
370,0.327206,272,89,183
341,0.298611,288,86,202
371,0.314394,264,83,181
372,0.271698,265,72,193
205,0.248031,254,63,191
373,0.278626,262,73,189
374,0.248031,254,63,191
375,0.323077,260,84,176
278,0.3125,272,85,187
376,0.25,276,69,207
377,0.304348,276,84,192
126,0.311355,273,85,188
342,0.29682,283,84,199
378,0.24812,266,66,200
379,0.287273,275,79,196
38,0.308271,266,82,184
380,0.329588,267,88,179
109,0.270992,262,71,191
381,0.334559,272,91,181
382,0.255639,266,68,198
10,0.301887,265,80,185
383,0.283525,261,74,187
384,0.287313,268,77,191
343,0.30597,268,82,186
385,0.299639,277,83,194
386,0.278986,276,77,199
127,0.29572,257,76,181
387,0.32,275,88,187
388,0.290323,279,81,198
389,0.278986,276,77,199
206,0.29368,269,79,190
39,0.280156,257,72,185
116,0.283019,265,75,190
390,0.305019,259,79,180
344,0.357143,266,95,171
391,0.304636,302,92,210
392,0.288809,277,80,197
393,0.339552,268,91,177
394,0.309524,252,78,174
395,0.278481,237,66,171
128,0.276364,275,76,199
396,0.292,250,73,177
397,0.280443,271,76,195
207,0.324723,271,88,183
279,0.321033,271,87,184
345,0.315385,260,82,178
398,0.284746,295,84,211
399,0.275618,283,78,205
4,0.363958,283,103,180
40,0.270161,248,67,181
400,0.322709,251,81,170
41,0.272388,268,73,195
42,0.291667,264,77,187
43,0.315412,279,88,191
129,0.291045,268,78,190
44,0.263566,258,68,190
