123,0.206897,290,60,230
91,0.263941,269,71,198
92,0.149091,275,41,234
93,0.212454,273,58,215
94,0.217054,258,56,202
95,0.206406,281,58,223
213,0.2,295,59,236
96,0.196787,249,49,200
97,0.245421,273,67,206
285,0.239852,271,65,206
98,0.229008,262,60,202
350,0.264463,242,64,178
101,0.228464,267,61,206
134,0.202335,257,52,205
99,0.215768,241,52,189
135,0.22963,270,62,208
136,0.221053,285,63,222
137,0.231618,272,63,209
138,0.234615,260,61,199
214,0.172161,273,47,226
139,0.179487,273,49,224
286,0.196911,259,51,208
351,0.229008,262,60,202
14,0.16,250,40,210
140,0.17029,276,47,229
141,0.1875,256,48,208
142,0.296875,256,76,180
102,0.192029,276,53,223
143,0.227941,272,62,210
144,0.212355,259,55,204
145,0.224913,289,65,224
146,0.252918,257,65,192
11,0.218487,238,52,186
122,0.199288,281,56,225
352,0.18705,278,52,226
287,0.188976,254,48,206
147,0.218978,274,60,214
148,0.211765,255,54,201
149,0.199288,281,56,225
15,0.190476,273,52,221
150,0.231076,251,58,193
151,0.232558,258,60,198
103,0.213178,258,55,203
152,0.220077,259,57,202
153,0.244604,278,68,210
353,0.248276,290,72,218
154,0.187075,294,55,239
117,0.183824,272,50,222
215,0.179856,278,50,228
155,0.184932,292,54,238
156,0.208835,249,52,197
157,0.222222,243,54,189
158,0.215139,251,54,197
159,0.239382,259,62,197
16,0.247148,263,65,198
160,0.188612,281,53,228
354,0.190813,283,54,229
104,0.210728,261,55,206
161,0.243446,267,65,202
269,0.217857,280,61,219
288,0.223443,273,61,212
162,0.246324,272,67,205
216,0.217557,262,57,205
163,0.243346,263,64,199
164,0.226054,261,59,202
165,0.205776,277,57,220
166,0.218045,266,58,208
276,0.196226,265,52,213
167,0.217557,262,57,205
168,0.1875,256,48,208
169,0.157534,292,46,246
17,0.191406,256,49,207
289,0.199275,276,55,221
105,0.220588,272,60,212
170,0.128302,265,34,231
217,0.185315,286,53,233
171,0.18677,257,48,209
172,0.176259,278,49,229
355,0.175182,274,48,226
173,0.207171,251,52,199
174,0.193182,264,51,213
175,0.22093,258,57,201
176,0.212928,263,56,207
177,0.195205,292,57,235
29,0.211268,284,60,224
178,0.245211,261,64,197
179,0.214559,261,56,205
106,0.173913,276,48,228
218,0.217391,276,60,216
356,0.177122,271,48,223
18,0.152672,262,40,222
180,0.20229,262,53,209
181,0.230241,291,67,224
182,0.169742,271,46,225
183,0.195876,291,57,234
184,0.211111,270,57,213
290,0.221374,262,58,204
185,0.258687,259,67,192
186,0.224335,263,59,204
187,0.223048,269,60,209
357,0.243542,271,66,205
188,0.200717,279,56,223
19,0.201465,273,55,218
219,0.204301,279,57,222
22,0.214035,285,61,224
220,0.221805,266,59,207
221,0.182143,280,51,229
222,0.180451,266,48,218
291,0.210117,257,54,203
223,0.19708,274,54,220
110,0.239583,288,69,219
358,0.240602,266,64,202
224,0.237113,291,69,222
225,0.168498,273,46,227
226,0.19685,254,50,204
190,0.170213,282,48,234
227,0.218391,261,57,204
228,0.181132,265,48,217
229,0.229249,253,58,195
23,0.201493,268,54,214
108,0.18677,257,48,209
230,0.203008,266,54,212
203,0.227273,264,60,204
231,0.226148,283,64,219
232,0.21875,256,56,200
111,0.221805,266,59,207
233,0.214545,275,59,216
234,0.238971,272,65,207
191,0.205224,268,55,213
235,0.190299,268,51,217
236,0.171642,268,46,222
237,0.197917,288,57,231
292,0.23221,267,62,205
359,0.227106,273,62,211
238,0.215385,260,56,204
239,0.175627,279,49,230
24,0.196154,260,51,209
240,0.220217,277,61,216
241,0.190647,278,53,225
112,0.218868,265,58,207
242,0.179389,262,47,215
192,0.223529,255,57,198
243,0.220217,277,61,216
244,0.224409,254,57,197
201,0.231047,277,64,213
124,0.19708,274,54,220
293,0.209738,267,56,211
245,0.183453,278,51,227
246,0.207407,270,56,214
247,0.216312,282,61,221
248,0.22,250,55,195
249,0.188889,270,51,219
25,0.202166,277,56,221
250,0.234848,264,62,202
113,0.145594,261,38,223
193,0.227273,264,60,204
36,0.241758,273,66,207
251,0.184615,260,48,212
294,0.206897,261,54,207
252,0.251799,278,70,208
253,0.19697,264,52,212
254,0.194346,283,55,228
255,0.23221,267,62,205
256,0.229508,244,56,188
257,0.215139,251,54,197
258,0.199288,281,56,225
259,0.247148,263,65,198
360,0.188976,254,48,206
26,0.162455,277,45,232
194,0.221818,275,61,214
295,0.218045,266,58,208
114,0.225,280,63,217
260,0.202847,281,57,224
261,0.218045,266,58,208
262,0.243446,267,65,202
263,0.228261,276,63,213
264,0.170909,275,47,228
265,0.209386,277,58,219
361,0.263158,266,70,196
266,0.242188,256,62,194
267,0.219512,287,63,224
268,0.207143,280,58,222
115,0.227941,272,62,210
296,0.21875,256,56,200
118,0.234875,281,66,215
297,0.192171,281,54,227
298,0.212996,277,59,218
299,0.223048,269,60,209
3,0.208333,264,55,209
196,0.211111,270,57,213
198,0.207031,256,53,203
30,0.204152,289,59,230
300,0.201389,288,58,230
301,0.208661,254,53,201
27,0.166667,264,44,220
302,0.215686,255,55,200
303,0.235294,255,60,195
304,0.168675,249,42,207
119,0.21978,273,60,213
305,0.199262,271,54,217
362,0.237903,248,59,189
306,0.232394,284,66,218
307,0.211618,241,51,190
199,0.25,272,68,204
308,0.202749,291,59,232
309,0.221374,262,58,204
270,0.196154,260,51,209
31,0.207273,275,57,218
310,0.224,250,56,194
311,0.23913,276,66,210
312,0.177536,276,49,227
363,0.185328,259,48,211
313,0.154472,246,38,208
12,0.222642,265,59,206
314,0.211679,274,58,216
315,0.169173,266,45,221
2,0.220149,268,59,209
316,0.266917,266,71,195
271,0.2,265,53,212
317,0.201439,278,56,222
318,0.226148,283,64,219
319,0.228571,280,64,216
364,0.205993,267,55,212
32,0.250936,267,67,200
320,0.189781,274,52,222
321,0.240283,283,68,215
322,0.220588,272,60,212
120,0.176471,289,51,238
323,0.233083,266,62,204
20,0.164912,285,47,238
272,0.151515,264,40,224
324,0.20202,297,60,237
325,0.207407,270,56,214
365,0.213235,272,58,214
326,0.215827,278,60,218
327,0.197026,269,53,216
328,0.172161,273,47,226
329,0.206522,276,57,219
33,0.185185,270,50,220
330,0.196154,260,51,209
331,0.211765,255,54,201
121,0.18797,266,50,216
273,0.169118,272,46,226
200,0.19708,274,54,220
366,0.200704,284,57,227
332,0.216912,272,59,213
334,0.206349,252,52,200
335,0.239057,297,71,226
336,0.165441,272,45,227
337,0.191336,277,53,224
338,0.210909,275,58,217
339,0.181818,264,48,216
34,0.221805,266,59,207
340,0.192727,275,53,222
341,0.231317,281,65,216
204,0.214559,261,56,205
367,0.171103,263,45,218
368,0.18705,278,52,226
100,0.18677,257,48,209
125,0.242063,252,61,191
277,0.238806,268,64,204
369,0.207237,304,63,241
37,0.159696,263,42,221
370,0.227106,273,62,211
371,0.196911,259,51,208
342,0.222222,279,62,217
372,0.179487,273,49,224
373,0.210728,261,55,206
205,0.178571,252,45,207
374,0.196296,270,53,217
375,0.188,250,47,203
376,0.184906,265,49,216
278,0.181132,265,48,217
377,0.206522,276,57,219
126,0.182456,285,52,233
378,0.220588,272,60,212
343,0.225,280,63,217
379,0.192308,286,55,231
38,0.252874,261,66,195
380,0.217557,262,57,205
381,0.190476,252,48,204
109,0.258993,278,72,206
382,0.185328,259,48,211
383,0.195402,261,51,210
